game_day,club,step_number,total_steps,difficulty,nationality,pool_size,sample_players,valid_players
14,Monaco,1,4,Easy,France,108,"[""Kylian Mbappé"", ""Paul Pogba"", ""Aurélien Tchouaméni""]","[""Kylian Mbappé"", ""Paul Pogba"", ""Aurélien Tchouaméni"", ""Thierry Henry"", ""Fabien Barthez"", ""Lilian Thuram"", ""Willy Sagnol"", ""Ludovic Giuly"", ""David Trezeguet"", ""Youri Djorkaeff"", ""Basile Boli"", ""Éric Abidal"", ""Patrice Evra"", ""Thomas Lemar"", ""Anthony Martial"", ""Maghnes Akliouche"", ""Youssouf Fofana"", ""Benjamin Mendy"", ""Wissam Ben Yedder"", ""Allan Saint-Maximin"", ""Axel Disasi"", ""Enzo Millot"", ""Khéphren Thuram"", ""Benoît Badiashile"", ""Tiemoué Bakayoko"", ""Djibril Sidibé"", ""Layvin Kurzawa"", ""Jean-Kévin Augustin"", ""Malang Sarr"", ""Aladji Bamba"", ""Chrislain Matsima"", ""Romain Faivre"", ""Lucas Michal"", ""Jérémy Toulalan"", ""Christian Mawissa"", ""Soungoutou Magassa"", ""Jérémy Ménez"", ""Saïmon Bouabré"", ""Mamadou Coulibaly"", ""Benjamin Lecomte"", ""Jérôme Rothen"", ""Félix Lemaréchal"", ""Giulian Biancone"", ""Kassoum Ouattara"", ""Soualiho Meïté"", ""Willem Geubbels"", ""Adama Diakhaby"", ""Ruben Aguilar"", ""Thomas Didillon-Hödl"", ""Valère Germain"", ""Stéphane Ruffier"", ""Han-Noah Massengo"", ""Samuel Grandsir"", ""Yann Lienard"", ""Kévin N'Doram"", ""William Vainqueur"", ""Nicolas Isimat-Mirin"", ""Gaël Givet"", ""Sébastien Puygrenier"", ""Edan Diop"", ""Valentin Eysseric"", ""Ronaël Pierre-Gabriel"", ""Mathieu Coutadeur"", ""Moussa Sylla"", ""François Modesto"", ""Corentin Jean"", ""Olivier Sorlin"", ""Fabien Audard"", ""Paul Nardi"", ""Sébastien Grax"", ""Marc-Aurèle Caillard"", ""Vincent Muratori"", ""Farès Bahlouli"", ""Yllan Okou"", ""Johann Carrasso"", ""Jessy Pi"", ""Julien Serrano"", ""Olivier Veigneau"", ""Loïc Badiashile"", ""Sébastien Chabbert"", ""Malaury Martin"", ""Florian Pinteaux"", ""Kévin Diaz"", ""Axel Maraval"", ""Martin Sourzac"", ""Ilyes Chaïbi"", ""Raphaël Diarra"", ""Antonin Cartillier"", ""Abdou Aziz Thiam"", ""Gobé Gouano"", ""Antoine Grauss"", ""David di Tommaso"", ""Stéphane Dumont"", ""Guillaume Warmuz"", ""Patrick Blondeau"", ""Patrice Luzi"", ""Yannick Quesnel"", ""Éric Cubilier"", ""Alexandre Licata"", ""Franck Sauzée"", ""Nicolas Raynier"", ""Uliano Courville"", ""Arnaud Lescure"", ""Nicolas Hislen"", ""Laurent Viaud"", ""Julien Rodriguez"", ""Romain Padovani"", ""André Biancarelli""]"
14,Monaco,2,4,Medium,Belgium,7,"[""Youri Tielemans"", ""Yannick Carrasco"", ""Wout Faes""]","[""Youri Tielemans"", ""Yannick Carrasco"", ""Wout Faes"", ""Eliot Matazo"", ""Nacer Chadli"", ""Stanis Idumbo"", ""Philippe Léonard""]"
14,Monaco,3,4,Hard,Colombia,2,"[""James Rodríguez"", ""Radamel Falcao""]","[""James Rodríguez"", ""Radamel Falcao""]"
14,Monaco,4,4,The Unicorn,Gabon,1,"[""Pierre-Emerick Aubameyang""]","[""Pierre-Emerick Aubameyang""]"
15,PSV Eindhoven,1,4,Easy,Netherlands,111,"[""Memphis Depay"", ""Georginio Wijnaldum"", ""Cody Gakpo""]","[""Memphis Depay"", ""Georginio Wijnaldum"", ""Cody Gakpo"", ""Ryan Gravenberch"", ""Xavi Simons"", ""Denzel Dumfries"", ""Donyell Malen"", ""Jaap Stam"", ""Klaas-Jan Huntelaar"", ""Ronald Koeman"", ""Patrick Kluivert"", ""Mark van Bommel"", ""Ruud van Nistelrooy"", ""Andy van der Meyde"", ""Ruud Gullit"", ""Boudewijn Zenden"", ""Phillip Cocu"", ""Arjen Robben"", ""Steven Bergwijn"", ""Joey Veerman"", ""Jerdy Schouten"", ""Luuk de Jong"", ""Noa Lang"", ""Ryan Flamingo"", ""Jetro Willems"", ""Tyrell Malacia"", ""Patrick van Aanholt"", ""Kevin Strootman"", ""Ruben van Bommel"", ""Jeroen Zoet"", ""Guus Til"", ""Jordan Teze"", ""Myron Boadu"", ""Marco van Ginkel"", ""Sam Lammers"", ""Rick Karsdorp"", ""Davy Pröpper"", ""Karim Rekik"", ""Ibrahim Afellay"", ""Adam Maher"", ""Anwar El Ghazi"", ""Ki-Jana Hoever"", ""Joël van den Berg"", ""Jeremain Lens"", ""Isaac Babadi"", ""Stijn Schaars"", ""Jeffrey Bruma"", ""Jorrit Hendrix"", ""Siem de Jong"", ""Emmanuel van de Blaak"", ""Jim Koller"", ""Luciano Narsingh"", ""Nick Viergever"", ""Erik Pieters"", ""Bart Ramselaar"", ""Danny Koevermans"", ""Orlando Engelaar"", ""Otman Bakkal"", ""Wilfred Bouma"", ""Wessel Kuhn"", ""Michael Bresser"", ""Jordy de Wijs"", ""Derrick Luckassen"", ""Joël Drommel"", ""Nick Olij"", ""Tygo Land"", ""Remko Pasveer"", ""Robbin Ruiter"", ""Hidde Jurjus"", ""Boy Waterman"", ""Theo Lucius"", ""Menno Koch"", ""Rob Wielaert"", ""Niek Schiks"", ""Remco van der Schaaf"", ""Rens van Eijden"", ""Fabian Merién"", ""Tim Janssen"", ""Yanick van Osch"", ""Jelle ten Rouwelaar"", ""Rai Vloet"", ""Stef Nijland"", ""Jason van Duiven"", ""Gino Coutinho"", ""Peter van Ooijen"", ""Dirk Abels"", ""Jesper Uneken"", ""Luuk Koopmans"", ""Nigel Bertrams"", ""Robert van Boxel"", ""Danny Wintjens"", ""Fodé Fofana"", ""Rik Schouw"", ""Frank Kooiman"", ""Chris van der Weerden"", ""Jan Kromkamp"", ""Jan Willem van Ede"", ""Boudewijn Pahlplatz"", ""Martijn Besselink"", ""Ruud Swinkels"", ""Arnold Bruggink"", ""André Ooijer"", ""Tom van der Leegte"", ""Edwin Hermans"", ""Patrick Paauwe"", ""Mike Zonneveld"", ""Arthur Numan"", ""Björn van der Doelen"", ""Gerald Sibon"", ""Edwin Zoetebier"", ""Jan Vennegoor of Hesselink""]"
15,PSV Eindhoven,2,4,Medium,Germany,9,"[""Mario Götze"", ""Timo Baumgartl"", ""Philipp Max""]","[""Mario Götze"", ""Timo Baumgartl"", ""Philipp Max"", ""Armel Bella-Kotchap"", ""Adrian Fein"", ""Lars Unnerstall"", ""Daniel Schwaab"", ""Vincent Müller"", ""Georg Koch""]"
15,PSV Eindhoven,3,4,Hard,Mexico,6,"[""Andrés Guardado"", ""Héctor Moreno"", ""Hirving Lozano""]","[""Andrés Guardado"", ""Héctor Moreno"", ""Hirving Lozano"", ""Érick Gutiérrez"", ""Richard Ledezma"", ""Carlos Salcido""]"
15,PSV Eindhoven,4,4,The Unicorn,Croatia,1,"[""Ivan Perišić""]","[""Ivan Perišić""]"
16,Porto,1,4,Easy,Brazil,48,"[""Casemiro"", ""Thiago Silva"", ""Éder Militão""]","[""Casemiro"", ""Thiago Silva"", ""Éder Militão"", ""Hulk"", ""Diego"", ""Pepê"", ""Danilo"", ""Derlei"", ""Alex Sandro"", ""Maicon"", ""João Pedro"", ""Otávio"", ""Alex Telles"", ""Felipe Anderson"", ""Evanilson"", ""Paulinho"", ""Wendel"", ""Felipe"", ""Anderson"", ""Wendell"", ""Galeno"", ""William Gomes"", ""Fernando"", ""Gabriel Veron"", ""Souza"", ""Jorge"", ""Eduardo"", ""Tiquinho Soares"", ""Edgar Bruno"", ""Esquerdinha"", ""Helton"", ""Pedro Lima"", ""Ewerton"", ""Ibson"", ""Kelvin"", ""Kleber"", ""Sebá"", ""Carlos Alberto"", ""Evandro"", ""Fernando Andrade"", ""Walter"", ""Samuel Portugal"", ""Lino"", ""Vaná Alves"", ""Inácio"", ""David Lopes"", ""Edson Henrique"", ""Testinha""]"
16,Porto,2,4,Medium,Colombia,9,"[""James Rodríguez"", ""Radamel Falcao"", ""Luis Díaz""]","[""James Rodríguez"", ""Radamel Falcao"", ""Luis Díaz"", ""Matheus Uribe"", ""Juan Fernando Quintero"", ""Jackson Martínez"", ""Fredy Guarín"", ""Héctor Quiñónes"", ""Wason Rentería""]"
16,Porto,3,4,Hard,Cameroon,2,"[""Vincent Aboubakar"", ""Danny Namaso""]","[""Vincent Aboubakar"", ""Danny Namaso""]"
16,Porto,4,4,The Unicorn,Iran,1,"[""Mehdi Taremi""]","[""Mehdi Taremi""]"
17,Fenerbahce,1,4,Easy,Portugal,7,"[""Nani"", ""Nélson Semedo"", ""Bruma""]","[""Nani"", ""Nélson Semedo"", ""Bruma"", ""Bruno Alves"", ""Raúl Meireles"", ""Miguel Crespo"", ""Luís Neto""]"
17,Fenerbahce,2,4,Medium,France,6,"[""N'Golo Kanté"", ""Nicolas Anelka"", ""Mathieu Valbuena""]","[""N'Golo Kanté"", ""Nicolas Anelka"", ""Mathieu Valbuena"", ""Mattéo Guendouzi"", ""Allan Saint-Maximin"", ""Adil Rami""]"
17,Fenerbahce,3,4,Hard,Slovakia,3,"[""Milan Škriniar"", ""Martin Škrtel"", ""Miroslav Stoch""]","[""Milan Škriniar"", ""Martin Škrtel"", ""Miroslav Stoch""]"
17,Fenerbahce,4,4,The Unicorn,Bosnia and Herzegovina,1,"[""Edin Džeko""]","[""Edin Džeko""]"
18,Atletico Madrid,1,4,Easy,France,11,"[""Antoine Griezmann"", ""Lucas Hernández"", ""Theo Hernández""]","[""Antoine Griezmann"", ""Lucas Hernández"", ""Theo Hernández"", ""Grégory Coupet"", ""Thomas Lemar"", ""Clément Lenglet"", ""Moussa Dembélé"", ""Kévin Gameiro"", ""Benjamin Lecomte"", ""Josuha Guilavogui"", ""Han-Noah Massengo""]"
18,Atletico Madrid,2,4,Medium,Uruguay,12,"[""Luis Suárez"", ""José María Giménez"", ""Cristian Rodríguez""]","[""Luis Suárez"", ""José María Giménez"", ""Cristian Rodríguez"", ""Diego Forlán"", ""Diego Godín"", ""Lucas Torreira"", ""Santiago Mouriño"", ""Juan Manuel Sanabria"", ""Leandro Cabrera"", ""Rubén Olivera"", ""Emiliano Velázquez"", ""Juan González""]"
18,Atletico Madrid,3,4,Hard,Belgium,5,"[""Thibaut Courtois"", ""Axel Witsel"", ""Toby Alderweireld""]","[""Thibaut Courtois"", ""Axel Witsel"", ""Toby Alderweireld"", ""Yannick Carrasco"", ""Arthur Vermeeren""]"
18,Atletico Madrid,4,4,The Unicorn,Slovenia,1,"[""Jan Oblak""]","[""Jan Oblak""]"
19,Liverpool,1,4,Easy,England,102,"[""Raheem Sterling"", ""Trent Alexander-Arnold"", ""Jordan Henderson""]","[""Raheem Sterling"", ""Trent Alexander-Arnold"", ""Jordan Henderson"", ""Ben Davies"", ""Steven Gerrard"", ""Jamie Carragher"", ""John Barnes"", ""Steve McManaman"", ""Michael Owen"", ""Robbie Fowler"", ""James Milner"", ""Alex Oxlade-Chamberlain"", ""Harvey Elliott"", ""Adam Lallana"", ""Joe Gomez"", ""Curtis Jones"", ""Jarell Quansah"", ""Dominic Solanke"", ""Tyler Morton"", ""Rio Ngumoha"", ""Nathaniel Clyne"", ""Conor Coady"", ""Daniel Sturridge"", ""Danny Ings"", ""Sean Longstaff"", ""Jonjo Shelvey"", ""Ryan Kent"", ""Trey Nyoni"", ""Joe Cole"", ""Andy Carroll"", ""Glen Johnson"", ""Stewart Downing"", ""Freddie Woodman"", ""Rhian Brewster"", ""Jordon Ibe"", ""Scott Carson"", ""Paul Konchesky"", ""Kaide Gordon"", ""Nathaniel Phillips"", ""Jon Flanagan"", ""Rhys Williams"", ""Andre Wisdom"", ""Leighton Clarkson"", ""Martin Kelly"", ""Ovie Ejaria"", ""Rickie Lambert"", ""Danny Guthrie"", ""James McConnell"", ""Sheyi Ojo"", ""Jay Spearing"", ""Harvey Davies"", ""Jack Robinson"", ""Jayden Danns"", ""Bobby Clark"", ""Amara Nallo"", ""Luke Chambers"", ""Jerome Sinclair"", ""Jordan Rossiter"", ""Calum Scanlon"", ""Andy Lonergan"", ""Connor Randall"", ""Adam Lewis"", ""Cameron Brannagan"", ""David Raven"", ""Elijah Dixon-Bonner"", ""Nathan Eccleston"", ""David Martin"", ""Jake Cain"", ""Adam Morgan"", ""Joe Hardy"", ""Joe Maguire"", ""Alec Chamberlain"", ""Ian Armstrong"", ""Paul Anderson"", ""Danny Murphy"", ""Paul Harrison"", ""Jack Fleming"", ""Nat Phillips"", ""Jon Otsemobor"", ""Ian Dunbavin"", ""David Mannix"", ""Stephen Wright"", ""Sean Doherty"", ""Steve Torpey"", ""John Miles"", ""Steve McNulty"", ""Jamie Redknapp"", ""Alan Navarro"", ""Robbie Threlfall"", ""Josh Miles"", ""Stephen Warnock"", ""George Donnelly"", ""Cameron Rooney"", ""John Welsh"", ""David Thompson"", ""Tom Croughan"", ""David Burrows"", ""Stephen Darby"", ""Daniel Mahaffy"", ""Neil Mellor"", ""Jack Hobbs"", ""Chris Kirkland""]"
19,Liverpool,2,4,Medium,Brazil,9,"[""Philippe Coutinho"", ""Alisson"", ""Roberto Firmino""]","[""Philippe Coutinho"", ""Alisson"", ""Roberto Firmino"", ""Fabinho"", ""Arthur Melo"", ""Allan"", ""Lucas Leiva"", ""Marcelo Pitaluga"", ""Murilo Rangel""]"
19,Liverpool,3,4,Hard,Germany,8,"[""Florian Wirtz"", ""Karl-Heinz Riedle"", ""Emre Can""]","[""Florian Wirtz"", ""Karl-Heinz Riedle"", ""Emre Can"", ""Loris Karius"", ""Samed Yesil"", ""Dietmar Hamann"", ""Christopher Buchtmann"", ""Markus Babbel""]"
19,Liverpool,4,4,The Unicorn,Senegal,1,"[""Sadio Mané""]","[""Sadio Mané""]"
20,Inter,1,4,Easy,Argentina,30,"[""Lionel Messi"", ""Lautaro Martínez"", ""Mauro Icardi""]","[""Lionel Messi"", ""Lautaro Martínez"", ""Mauro Icardi"", ""Walter Samuel"", ""Daniel Passarella"", ""Diego Milito"", ""Esteban Cambiasso"", ""Gonzalo Higuaín"", ""Diego Simeone"", ""Juan Sebastián Verón"", ""Hernán Crespo"", ""Matías Almeyda"", ""Gabriel Batistuta"", ""Lisandro López"", ""Javier Zanetti"", ""Éver Banega"", ""Joaquín Correa"", ""Valentín Carboni"", ""Facundo Colidio"", ""Ricardo Álvarez"", ""Rodrigo Palacio"", ""Cristian Ansaldi"", ""Matías Silvestre"", ""Juan Pablo Carrizo"", ""Tomás Palacios"", ""Hugo Campagnaro"", ""Rubén Botta"", ""Franco Carboni"", ""Nelson Vivas"", ""Claudio Verino""]"
20,Inter,2,4,Medium,Croatia,9,"[""Luka Modrić"", ""Ivan Perišić"", ""Mateo Kovacic""]","[""Luka Modrić"", ""Ivan Perišić"", ""Mateo Kovacic"", ""Marcelo Brozović"", ""Petar Sučić"", ""Marko Livaja"", ""Sime Vrsaljko"", ""Ivica Ivusic"", ""Dario Simic""]"
20,Inter,3,4,Hard,Denmark,5,"[""Christian Eriksen"", ""Jens Odgaard"", ""Patrick Olsen""]","[""Christian Eriksen"", ""Jens Odgaard"", ""Patrick Olsen"", ""Morten Knudsen"", ""Thomas Helveg""]"
20,Inter,4,4,The Unicorn,Bosnia and Herzegovina,1,"[""Edin Džeko""]","[""Edin Džeko""]"
21,Bayer Leverkusen,1,4,Easy,Germany,58,"[""Florian Wirtz"", ""Kai Havertz"", ""Michael Ballack""]","[""Florian Wirtz"", ""Kai Havertz"", ""Michael Ballack"", ""Ulf Kirsten"", ""Sven Bender"", ""Oliver Neuville"", ""Toni Kroos"", ""Bernd Schneider"", ""Julian Brandt"", ""Jonathan Tah"", ""Emre Can"", ""Kevin Volland"", ""Bernd Leno"", ""Benjamin Henrichs"", ""Jonas Hofmann"", ""Robert Andrich"", ""Nadiem Amiri"", ""Kerem Demirbay"", ""André Schürrle"", ""Montrell Culbreath"", ""Mitchell Weiser"", ""Karim Bellarabi"", ""Lars Bender"", ""Danny da Costa"", ""Stefan Kießling"", ""Gonzalo Castro"", ""Tim Oermann"", ""Christoph Kramer"", ""Dominik Kohr"", ""Francis Onyeka"", ""Sidney Sam"", ""Philipp Wollscheid"", ""Simon Rolfes"", ""Stefan Reinartz"", ""Ken Izekor"", ""Jonas Meffert"", ""Farid Alfa-Ruprecht"", ""Levin Öztunali"", ""Manuel Friedrich"", ""Roberto Hilbert"", ""Daniel Schwaab"", ""Michael Rensing"", ""Janis Blaswich"", ""Jens Hegeler"", ""Thorsten Kirschbaum"", ""Lennart Grill"", ""Richard Sukuta-Pasu"", ""Marlon Frey"", ""Kolja Pusch"", ""Julian Riedel"", ""Sam Schreck"", ""Niklas Lomb"", ""Tobias Steffen"", ""Maximilian Wagener"", ""Jeremiah Mensah"", ""Kenan Karip"", ""Daniel Cartus"", ""Sinan Zengin""]"
21,Bayer Leverkusen,2,4,Medium,Switzerland,4,"[""Granit Xhaka"", ""Jonas Omlin"", ""Josip Drmic""]","[""Granit Xhaka"", ""Jonas Omlin"", ""Josip Drmic"", ""Admir Mehmedi""]"
21,Bayer Leverkusen,3,4,Hard,South Korea,4,"[""Heung-min Son"", ""Son Heung-min"", ""Cha Bum-kun""]","[""Heung-min Son"", ""Son Heung-min"", ""Cha Bum-kun"", ""Seung-woo Ryu""]"
21,Bayer Leverkusen,4,4,The Unicorn,Iran,1,"[""Sardar Azmoun""]","[""Sardar Azmoun""]"
22,Marseille,1,4,Easy,France,107,"[""William Saliba"", ""Adrien Rabiot"", ""Benjamin Pavard""]","[""William Saliba"", ""Adrien Rabiot"", ""Benjamin Pavard"", ""Sylvain Wiltord"", ""Robert Pires"", ""Bixente Lizarazu"", ""Fabien Barthez"", ""Jean-Pierre Papin"", ""Claude Makélélé"", ""Steve Mandanda"", ""Samir Nasri"", ""Franck Ribéry"", ""Didier Deschamps"", ""Eric Cantona"", ""Marcel Desailly"", ""Basile Boli"", ""Patrice Evra"", ""Dimitri Payet"", ""Mathieu Valbuena"", ""Mattéo Guendouzi"", ""Florian Thauvin"", ""Benjamin Mendy"", ""André-Pierre Gignac"", ""Boubacar Kamara"", ""Jordan Veretout"", ""Morgan Sanson"", ""Quentin Merlin"", ""Maxime Lopez"", ""Jonathan Clauss"", ""Neal Maupay"", ""Lassana Diarra"", ""Valentin Rongier"", ""Brice Samba"", ""Loïc Rémy"", ""Robinio Vaz"", ""Rémy Cabella"", ""Lilian Brassier"", ""Jordan Amavi"", ""Bafétimbi Gomis"", ""Adil Rami"", ""Hatem Ben Arfa"", ""Mathieu Flamini"", ""Michaël Cuisance"", ""Valère Germain"", ""Benoît Cheyrou"", ""Samuel Gigot"", ""Darryl Bakola"", ""Cédric Carrasso"", ""Salim Ben Seghir"", ""Isaak Touré"", ""Abou Diaby"", ""Cheick Souaré"", ""Romain Alessandrini"", ""Rod Fanni"", ""William Vainqueur"", ""Gaël Givet"", ""Morgan Amalfitano"", ""Tadjidine Mmadi"", ""Gennaro Bracigliano"", ""Yohann Pelé"", ""Grégory Sertic"", ""Lucas Perrin"", ""Bilal Boutobba"", ""Enzo Sternal"", ""Isaac Lihadji"", ""Marley Aké"", ""Gaël Lafont"", ""Laurent Abergel"", ""Alexi Koum"", ""Elliot Grandin"", ""Florian Raspentino"", ""Zinédine Machach"", ""Baptiste Aloé"", ""Stéphane Sparagna"", ""Keyliane Abdallah"", ""Christopher Rocchia"", ""Florian Escales"", ""Julien Fabri"", ""Antoine Rabillard"", ""Jérémie Porsan-Clémente"", ""Sofiane Sidi Ali"", ""Romain Cagnon"", ""Frédéric Déhu"", ""Benoît Cauet"", ""Laurent Blanc"", ""Fabrice Apruzesse"", ""Jérémy Gavanon"", ""Loris Reina"", ""Jérôme Leroy"", ""Patrick Blondeau"", ""Fabrice Henry"", ""Frank Leboeuf"", ""Fabrice Fernandes"", ""Fabrice Fiorèse"", ""Yannick Quesnel"", ""Pascal Johansen"", ""Philippe Brunel"", ""Franck Sauzée"", ""Jérôme Alonzo"", ""Fabien Laurenti"", ""Yannick Fischer"", ""Jérôme Perez"", ""Richard Martini"", ""Julien Rodriguez"", ""Jonathan Santiago"", ""Alain Cantareil"", ""Vincent Gragnic""]"
22,Marseille,2,4,Medium,Ghana,4,"[""André Ayew"", ""Jordan Ayew"", ""Abedi Pele""]","[""André Ayew"", ""Jordan Ayew"", ""Abedi Pele"", ""Kevin Osei""]"
22,Marseille,3,4,Hard,Chile,2,"[""Alexis Sánchez"", ""Mauricio Isla""]","[""Alexis Sánchez"", ""Mauricio Isla""]"
22,Marseille,4,4,The Unicorn,Poland,1,"[""Arkadiusz Milik""]","[""Arkadiusz Milik""]"
23,Sporting CP,1,4,Easy,Portugal,134,"[""Cristiano Ronaldo"", ""Bruno Fernandes"", ""João Moutinho""]","[""Cristiano Ronaldo"", ""Bruno Fernandes"", ""João Moutinho"", ""Nani"", ""Rafael Leão"", ""Nuno Mendes"", ""Rui Patrício"", ""Luís Figo"", ""William Carvalho"", ""Maniche"", ""Ricardo Quaresma"", ""Simão Sabrosa"", ""João Palhinha"", ""João Mário"", ""Matheus Nunes"", ""Mateus Fernandes"", ""Gonçalo Inácio"", ""Francisco Trincão"", ""Geovany Quenda"", ""Gelson Martins"", ""Cédric Soares"", ""João Paulo"", ""Pedro Gonçalves"", ""Paulinho"", ""Tiago Tomás"", ""Beto"", ""Eduardo Quaresma"", ""Dário Essugo"", ""Daniel Bragança"", ""Daniel Podence"", ""Simão"", ""Adrien Silva"", ""Bruma"", ""Thierry Correia"", ""Fábio Coentrão"", ""Afonso Moreira"", ""Youssef Chermiti"", ""Tobias Figueiredo"", ""João Simões"", ""Rui Silva"", ""Rúben Semedo"", ""Nuno Santos"", ""Mauro Couto"", ""Domingos Duarte"", ""Nazinho"", ""Rúben Vinagre"", ""Luís Maximiano"", ""Joãozinho"", ""Joelson Fernandes"", ""Ricardo Mangas"", ""Diogo Travassos"", ""Miguel Veloso"", ""Salvador Blopa"", ""Rafael Nel"", ""Hélder Postiga"", ""Cristian Ponde"", ""João Pereira"", ""Rafael Camacho"", ""Daniel Carriço"", ""Paulo Oliveira"", ""João Muniz"", ""Marco Matias"", ""Miguel Lopes"", ""Miguel Luís"", ""Nélson"", ""Chico Lamba"", ""José Silva"", ""André Santos"", ""Francisco Silva"", ""Gonçalo Esteves"", ""Carlos Martins"", ""Pedro Mendes"", ""Henrique Arreiol"", ""André Martins"", ""Ricardo Esgaio"", ""Tiago Ilori"", ""Mamede"", ""Luís Neto"", ""Chico Geraldes"", ""Iuri Medeiros"", ""Rui Fonte"", ""Rodrigo Ribeiro"", ""Ricardo"", ""Antunes"", ""Tonel"", ""Alexandre Brito"", ""Lucas Anjos"", ""Flávio Gonçalves"", ""Custódio"", ""Tomás Silva"", ""Tiago Pinto"", ""Rochinha"", ""Nuno André Coelho"", ""André Pinto"", ""Vítor Silva"", ""Pereirinha"", ""Miguel Menino"", ""João Virgínia"", ""Diogo Amado"", ""Rúben Ribeiro"", ""Diogo Salomão"", ""Miguel Garcia"", ""João Gonçalves"", ""Diogo Pinto"", ""Betinho"", ""Nuno Valente"", ""Semedo"", ""André Geraldes"", ""Rui Correia"", ""Emídio Rafael"", ""Paulo Sérgio"", ""Ricardo Fernandes"", ""Eduardo Felicíssimo"", ""Diogo Rosado"", ""Rodrigo Fernandes"", ""Celestino"", ""Luís Filipe"", ""Pedro Marques"", ""Fernando Ferreira"", ""Pedro Silva"", ""André Paulo"", ""Santamaria"", ""Luís Loureiro"", ""João Alves"", ""Jorge Vidigal"", ""José Dominguez"", ""Bruno Caires"", ""Paulo Teixeira"", ""Miguel Ângelo"", ""Nuno Assis"", ""Paulo Alves"", ""Chris Grombahi"", ""Abel Ferreira"", ""Mário Sérgio""]"
23,Sporting CP,2,4,Medium,Netherlands,8,"[""Frank Rijkaard"", ""Jeremiah St. Juste"", ""Bas Dost""]","[""Frank Rijkaard"", ""Jeremiah St. Juste"", ""Bas Dost"", ""Khalid Boulahrouz"", ""Ricky van Wolfswinkel"", ""Stijn Schaars"", ""Douglas"", ""Luc Castaignos""]"
23,Sporting CP,3,4,Hard,Costa Rica,6,"[""Luis Díaz"", ""Joel Campbell"", ""Bryan Ruiz""]","[""Luis Díaz"", ""Joel Campbell"", ""Bryan Ruiz"", ""Giancarlo González"", ""Yostin Salinas"", ""Randall Azofeifa""]"
23,Sporting CP,4,4,The Unicorn,Algeria,1,"[""Islam Slimani""]","[""Islam Slimani""]"
